name,address,lat,lon
イオンモール秋田B,秋田県秋田市御所野地蔵田1-1イオン秋田御所野,39.663163,140.160929
ザ・ビッグ能代長崎店,秋田県能代市字長崎41-1ザ・ビッグ能代長崎店内,40.18658,140.023833
スーパーモールラッキー,秋田県横手市十文字町仁井田字東22-1,39.215976,140.520702
イオンモール大曲A,秋田県大仙市和合字坪立177,39.437695,140.509273
サンデー秋田自衛隊通店,秋田県秋田市土崎港北2-17-77,39.760542,140.082705
スーパーマーケットよねやハッピーモール,秋田県横手市横手町五ノ口36-1,39.3133,140.546203
マックスバリュ武道島,秋田県にかほ市象潟町武道島144-2,39.205834,139.905205
カメラのキタムラ横手店,秋田県横手市婦気大堤字中田92-5,39.296544,140.555629
カメラのキタムラ大館/イオンスーパーセンター大館店,秋田県大館市大田面238,40.286371,140.577047
カメラのキタムラ秋田/広面店,秋田県秋田市広面字堤敷31-2,39.728688,140.147156
カメラのキタムラ秋田/将軍野店,秋田県秋田市将軍野南3-7-7,39.746939,140.083251
ツルハドラッグ美郷,秋田県仙北郡美郷町土崎字上宿240,39.459361,140.579161
ツルハドラッグ毛馬内,秋田県鹿角市十和田毛馬内字南陣場30番地1,40.262718,140.768988
ツルハドラッグ鹿角,秋田県鹿角市花輪字下夕町202,40.200958,140.793289
ツルハドラッグ大館,秋田県大館市片山町3丁目1-1,40.274158,140.53811
ツルハドラッグ横手西,秋田県横手市横手町字三ノ口4番1,39.317929,140.552294
ファミリーマート大館中道店,秋田県大館市中道2-3-42,40.281297,140.555038
由利本荘市役所,秋田県由利本荘市尾崎17,39.386204,140.049225
イオンモール大曲B,秋田県大仙市和合字坪立177,39.437695,140.509273
ナイス山手台店,秋田県秋田市山手台1-1-5,39.695769,140.149776
ファミリーマート鹿角市役所前,秋田県鹿角市花輪字小深田298,40.217461,140.789677
秋田市役所,秋田県秋田市山王1-1-1,39.720113,140.101768
ファミリーマート大曲田町,秋田県大仙市大曲田町5-23,39.450359,140.482473
ファミリーマート秋田新屋扇町,秋田県秋田市新屋扇町2-22,39.682033,140.086057
ナイス土崎店,秋田県秋田市土崎港中央4-5-3,39.752165,140.07379
ファミリーマート秋田御所野湯本店,秋田県秋田市御所野湯本2-1-21,39.657395,140.172218
マックスバリュにかほ店,秋田県にかほ市平沢天ケ町82,39.288285,139.972961
ザ・ビッグ大曲飯田店,秋田県大仙市飯田字屋敷通257,39.438754,140.483105
ファミリーマート平鹿総合病院通,秋田県横手市横手町字五ノ口41-1,39.314721,140.545724
ジェイマルエー旭南,秋田県秋田市旭南1-13-32,39.709625,140.107971
ファミリーマート米沢御廟二丁目店,山形県米沢市御廟2-6-36,37.911683,140.091536
八文字屋鶴岡店,山形県鶴岡市上畑町3-38,38.735825,139.830112
カメラのキタムラ鶴岡/大塚店,山形県鶴岡市大塚町12-22,38.735597,139.808427
カメラのキタムラ酒田/酒田店,山形県酒田市東大町2-6-1,38.908531,139.854514
ツルハドラッグ飯豊,山形県西置賜郡飯豊町大字椿字井戸尻4642番地,38.035717,139.982437
ツルハドラッグ余目,山形県東田川郡庄内町余目字滑石59-1,38.844597,139.89802
ツルハドラッグ長井,山形県長井市小出3736-2,38.093683,140.03636
ツルハドラッグ上山,山形県上山市長清水1丁目2-16,38.146662,140.277389
ツルハドラッグ東根,山形県東根市温泉町3丁目3番6号,38.460198,140.386365
ヤマザワ松見町店,山形県山形市松見町21-10,38.231023,140.340277
ヨークベニマル上山,山形県上山市千石字元糸目913,38.1469,140.281504
ヨークベニマル天童老野森,山形県天童市東久野本1-6-53,38.367426,140.380735
イオン酒田南,山形県酒田市あきほ町120-1,38.894101,139.85381
イオン東根,山形県東根市さくらんぼ駅前3-7-15,38.427071,140.387522
ヤマザワ寒河江プラザ店,山形県寒河江市大字寒河江字横道65-1,38.366291,140.286172
